filename,width,height,xmin,ymin,xmax,ymax
18.png,1024,1448,522,1372,644,1396
18.png,1024,1448,753,1378,952,1400
18.png,1024,1448,695,1353,939,1378
18.png,1024,1448,657,1376,747,1400
18.png,1024,1448,76,1363,257,1392
18.png,1024,1448,257,1368,377,1390
18_contrasted.png,1024,1448,418,39,816,87
18_contrasted.png,1024,1448,295,104,543,154
18_contrasted.png,1024,1448,565,102,769,150
18_contrasted.png,1024,1448,795,101,967,143
18_contrasted.png,1024,1448,587,149,679,187
18_contrasted.png,1024,1448,43,245,99,261
18_contrasted.png,1024,1448,177,243,211,259
18_contrasted.png,1024,1448,556,242,768,266
18_contrasted.png,1024,1448,40,280,114,304
18_contrasted.png,1024,1448,172,278,254,302
18_contrasted.png,1024,1448,47,327,119,343
18_contrasted.png,1024,1448,555,323,597,343
18_contrasted.png,1024,1448,556,340,716,364
18_contrasted.png,1024,1448,30,418,182,466
18_contrasted.png,1024,1448,617,523,643,539
18_contrasted.png,1024,1448,733,521,805,537
18_contrasted.png,1024,1448,881,517,967,537
18_contrasted.png,1024,1448,46,526,131,546
18_contrasted.png,1024,1448,44,552,170,576
18_contrasted.png,1024,1448,609,549,645,569
18_contrasted.png,1024,1448,753,549,805,567
18_contrasted.png,1024,1448,907,547,961,567
18_contrasted.png,1024,1448,44,574,170,598
18_contrasted.png,1024,1448,611,571,645,591
18_contrasted.png,1024,1448,753,569,805,589
18_contrasted.png,1024,1448,909,569,961,589
18_contrasted.png,1024,1448,45,597,149,617
18_contrasted.png,1024,1448,609,593,645,613
18_contrasted.png,1024,1448,753,591,805,611
18_contrasted.png,1024,1448,909,591,961,611
18_contrasted.png,1024,1448,45,619,171,639
18_contrasted.png,1024,1448,609,615,645,635
18_contrasted.png,1024,1448,751,613,805,633
18_contrasted.png,1024,1448,907,613,961,633
18_contrasted.png,1024,1448,45,641,167,661
18_contrasted.png,1024,1448,609,637,645,657
18_contrasted.png,1024,1448,751,635,805,655
18_contrasted.png,1024,1448,909,633,961,653
18_contrasted.png,1024,1448,44,660,200,684
18_contrasted.png,1024,1448,611,661,645,677
18_contrasted.png,1024,1448,751,657,805,677
18_contrasted.png,1024,1448,907,655,961,675
18_contrasted.png,1024,1448,45,685,137,705
18_contrasted.png,1024,1448,609,679,645,699
18_contrasted.png,1024,1448,751,677,805,697
18_contrasted.png,1024,1448,907,677,961,697
18_contrasted.png,1024,1448,44,704,215,725
18_contrasted.png,1024,1448,609,701,645,721
18_contrasted.png,1024,1448,751,699,805,719
18_contrasted.png,1024,1448,907,699,961,717
18_contrasted.png,1024,1448,44,723,173,748
18_contrasted.png,1024,1448,611,725,645,743
18_contrasted.png,1024,1448,751,721,805,741
18_contrasted.png,1024,1448,907,719,961,739
18_contrasted.png,1024,1448,45,1053,83,1067
18_contrasted.png,1024,1448,139,1049,197,1065
18_contrasted.png,1024,1448,223,1049,259,1065
18_contrasted.png,1024,1448,313,1049,347,1065
18_contrasted.png,1024,1448,401,1045,459,1065
18_contrasted.png,1024,1448,689,1045,755,1061
18_contrasted.png,1024,1448,858,1036,968,1060
18_contrasted.png,1024,1448,45,1087,77,1107
18_contrasted.png,1024,1448,123,1085,189,1105
18_contrasted.png,1024,1448,223,1085,259,1105
18_contrasted.png,1024,1448,295,1085,347,1105
18_contrasted.png,1024,1448,395,1085,459,1105
18_contrasted.png,1024,1448,695,1083,759,1101
18_contrasted.png,1024,1448,905,1079,969,1099
18_contrasted.png,1024,1448,42,1140,390,1166
18_contrasted.png,1024,1448,44,1190,166,1216
18_contrasted.png,1024,1448,234,1323,731,1350
18_contrasted.png,1024,1448,154,1346,190,1370
18_contrasted.png,1024,1448,199,1348,350,1370
18_contrasted.png,1024,1448,352,1349,512,1370
18_contrasted.png,1024,1448,519,1350,686,1372
18_contrasted.png,1024,1448,384,1370,516,1394
18_contrasted.png,1024,1448,522,1372,644,1396
18_contrasted.png,1024,1448,753,1378,952,1400
18_contrasted.png,1024,1448,695,1353,939,1378
18_contrasted.png,1024,1448,657,1376,747,1400
18_contrasted.png,1024,1448,76,1363,257,1392
18_contrasted.png,1024,1448,257,1368,377,1390
18_denoise.png,1024,1448,418,39,816,87
18_denoise.png,1024,1448,295,104,543,154
18_denoise.png,1024,1448,565,102,769,150
18_denoise.png,1024,1448,795,101,967,143
18_denoise.png,1024,1448,587,149,679,187
18_denoise.png,1024,1448,43,245,99,261
18_denoise.png,1024,1448,177,243,211,259
18_denoise.png,1024,1448,556,242,768,266
18_denoise.png,1024,1448,40,280,114,304
18_denoise.png,1024,1448,172,278,254,302
18_denoise.png,1024,1448,47,327,119,343
18_denoise.png,1024,1448,555,323,597,343
18_denoise.png,1024,1448,556,340,716,364
18_denoise.png,1024,1448,30,418,182,466
18_denoise.png,1024,1448,617,523,643,539
18_denoise.png,1024,1448,733,521,805,537
18_denoise.png,1024,1448,881,517,967,537
18_denoise.png,1024,1448,46,526,131,546
18_denoise.png,1024,1448,44,552,170,576
18_denoise.png,1024,1448,609,549,645,569
18_denoise.png,1024,1448,753,549,805,567
18_denoise.png,1024,1448,907,547,961,567
18_denoise.png,1024,1448,44,574,170,598
18_denoise.png,1024,1448,611,571,645,591
18_denoise.png,1024,1448,753,569,805,589
18_denoise.png,1024,1448,909,569,961,589
18_denoise.png,1024,1448,45,597,149,617
18_denoise.png,1024,1448,609,593,645,613
18_denoise.png,1024,1448,753,591,805,611
18_denoise.png,1024,1448,909,591,961,611
18_denoise.png,1024,1448,45,619,171,639
18_denoise.png,1024,1448,609,615,645,635
18_denoise.png,1024,1448,751,613,805,633
18_denoise.png,1024,1448,907,613,961,633
18_denoise.png,1024,1448,45,641,167,661
18_denoise.png,1024,1448,609,637,645,657
18_denoise.png,1024,1448,751,635,805,655
18_denoise.png,1024,1448,909,633,961,653
18_denoise.png,1024,1448,44,660,200,684
18_denoise.png,1024,1448,611,661,645,677
18_denoise.png,1024,1448,751,657,805,677
18_denoise.png,1024,1448,907,655,961,675
18_denoise.png,1024,1448,45,685,137,705
18_denoise.png,1024,1448,609,679,645,699
18_denoise.png,1024,1448,751,677,805,697
18_denoise.png,1024,1448,907,677,961,697
18_denoise.png,1024,1448,44,704,215,725
18_denoise.png,1024,1448,609,701,645,721
18_denoise.png,1024,1448,751,699,805,719
18_denoise.png,1024,1448,907,699,961,717
18_denoise.png,1024,1448,44,723,173,748
18_denoise.png,1024,1448,611,725,645,743
18_denoise.png,1024,1448,751,721,805,741
18_denoise.png,1024,1448,907,719,961,739
18_denoise.png,1024,1448,45,1053,83,1067
18_denoise.png,1024,1448,139,1049,197,1065
18_denoise.png,1024,1448,223,1049,259,1065
18_denoise.png,1024,1448,313,1049,347,1065
18_denoise.png,1024,1448,401,1045,459,1065
18_denoise.png,1024,1448,689,1045,755,1061
18_denoise.png,1024,1448,858,1036,968,1060
18_denoise.png,1024,1448,45,1087,77,1107
18_denoise.png,1024,1448,123,1085,189,1105
18_denoise.png,1024,1448,223,1085,259,1105
18_denoise.png,1024,1448,295,1085,347,1105
18_denoise.png,1024,1448,395,1085,459,1105
18_denoise.png,1024,1448,695,1083,759,1101
18_denoise.png,1024,1448,905,1079,969,1099
18_denoise.png,1024,1448,42,1140,390,1166
18_denoise.png,1024,1448,44,1190,166,1216
18_denoise.png,1024,1448,234,1323,731,1350
18_denoise.png,1024,1448,154,1346,190,1370
18_denoise.png,1024,1448,199,1348,350,1370
18_denoise.png,1024,1448,352,1349,512,1370
18_denoise.png,1024,1448,519,1350,686,1372
18_denoise.png,1024,1448,384,1370,516,1394
18_denoise.png,1024,1448,522,1372,644,1396
18_denoise.png,1024,1448,753,1378,952,1400
18_denoise.png,1024,1448,695,1353,939,1378
18_denoise.png,1024,1448,657,1376,747,1400
18_denoise.png,1024,1448,76,1363,257,1392
18_denoise.png,1024,1448,257,1368,377,1390
18_median.png,1024,1448,418,39,816,87
18_median.png,1024,1448,295,104,543,154
18_median.png,1024,1448,565,102,769,150
18_median.png,1024,1448,795,101,967,143
18_median.png,1024,1448,587,149,679,187
18_median.png,1024,1448,43,245,99,261
18_median.png,1024,1448,177,243,211,259
18_median.png,1024,1448,556,242,768,266
18_median.png,1024,1448,40,280,114,304
18_median.png,1024,1448,172,278,254,302
18_median.png,1024,1448,47,327,119,343
18_median.png,1024,1448,555,323,597,343
18_median.png,1024,1448,556,340,716,364
18_median.png,1024,1448,30,418,182,466
18_median.png,1024,1448,617,523,643,539
18_median.png,1024,1448,733,521,805,537
18_median.png,1024,1448,881,517,967,537
18_median.png,1024,1448,46,526,131,546
18_median.png,1024,1448,44,552,170,576
18_median.png,1024,1448,609,549,645,569
18_median.png,1024,1448,753,549,805,567
18_median.png,1024,1448,907,547,961,567
18_median.png,1024,1448,44,574,170,598
18_median.png,1024,1448,611,571,645,591
18_median.png,1024,1448,753,569,805,589
18_median.png,1024,1448,909,569,961,589
18_median.png,1024,1448,45,597,149,617
18_median.png,1024,1448,609,593,645,613
18_median.png,1024,1448,753,591,805,611
18_median.png,1024,1448,909,591,961,611
18_median.png,1024,1448,45,619,171,639
18_median.png,1024,1448,609,615,645,635
18_median.png,1024,1448,751,613,805,633
18_median.png,1024,1448,907,613,961,633
18_median.png,1024,1448,45,641,167,661
18_median.png,1024,1448,609,637,645,657
18_median.png,1024,1448,751,635,805,655
18_median.png,1024,1448,909,633,961,653
18_median.png,1024,1448,44,660,200,684
18_median.png,1024,1448,611,661,645,677
18_median.png,1024,1448,751,657,805,677
18_median.png,1024,1448,907,655,961,675
18_median.png,1024,1448,45,685,137,705
18_median.png,1024,1448,609,679,645,699
18_median.png,1024,1448,751,677,805,697
18_median.png,1024,1448,907,677,961,697
18_median.png,1024,1448,44,704,215,725
18_median.png,1024,1448,609,701,645,721
18_median.png,1024,1448,751,699,805,719
18_median.png,1024,1448,907,699,961,717
18_median.png,1024,1448,44,723,173,748
18_median.png,1024,1448,611,725,645,743
18_median.png,1024,1448,751,721,805,741
18_median.png,1024,1448,907,719,961,739
18_median.png,1024,1448,45,1053,83,1067
18_median.png,1024,1448,139,1049,197,1065
18_median.png,1024,1448,223,1049,259,1065
18_median.png,1024,1448,313,1049,347,1065
18_median.png,1024,1448,401,1045,459,1065
18_median.png,1024,1448,689,1045,755,1061
18_median.png,1024,1448,858,1036,968,1060
18_median.png,1024,1448,45,1087,77,1107
18_median.png,1024,1448,123,1085,189,1105
18_median.png,1024,1448,223,1085,259,1105
18_median.png,1024,1448,295,1085,347,1105
18_median.png,1024,1448,395,1085,459,1105
18_median.png,1024,1448,695,1083,759,1101
18_median.png,1024,1448,905,1079,969,1099
18_median.png,1024,1448,42,1140,390,1166
18_median.png,1024,1448,44,1190,166,1216
18_median.png,1024,1448,234,1323,731,1350
18_median.png,1024,1448,154,1346,190,1370
18_median.png,1024,1448,199,1348,350,1370
18_median.png,1024,1448,352,1349,512,1370
18_median.png,1024,1448,519,1350,686,1372
18_median.png,1024,1448,384,1370,516,1394
18_median.png,1024,1448,522,1372,644,1396
18_median.png,1024,1448,753,1378,952,1400
18_median.png,1024,1448,695,1353,939,1378
18_median.png,1024,1448,657,1376,747,1400
18_median.png,1024,1448,76,1363,257,1392
18_median.png,1024,1448,257,1368,377,1390
19.png,1024,1448,359,61,670,122
19.png,1024,1448,379,193,577,213
19.png,1024,1448,127,343,267,385
19.png,1024,1448,279,345,803,387
19.png,1024,1448,376,394,572,418
19.png,1024,1448,368,422,582,446
19.png,1024,1448,203,471,308,499
19.png,1024,1448,567,475,601,495
19.png,1024,1448,653,475,731,495
19.png,1024,1448,757,475,845,495
19.png,1024,1448,122,573,382,600
19.png,1024,1448,654,578,728,602
19.png,1024,1448,762,578,836,602
19.png,1024,1448,361,711,471,731
19.png,1024,1448,760,710,834,734
19.png,1024,1448,370,734,464,758
19.png,1024,1448,766,736,828,760
19.png,1024,1448,354,760,478,784
19.png,1024,1448,760,762,834,786
19.png,1024,1448,88,836,522,860
19.png,1024,1448,87,863,163,883
19.png,1024,1448,173,863,287,883
19.png,1024,1448,296,862,470,886
19.png,1024,1448,482,862,604,886
19.png,1024,1448,142,1309,398,1334
19.png,1024,1448,443,1335,547,1355
19.png,1024,1448,580,1356,748,1380
19.png,1024,1448,571,573,592,603
19.png,1024,1448,459,575,486,601
19.png,1024,1448,464,473,488,496
19.png,1024,1448,402,1309,559,1335
19.png,1024,1448,562,1310,850,1333
19.png,1024,1448,501,1356,575,1379
19.png,1024,1448,402,1358,497,1379
19.png,1024,1448,241,1355,325,1380
19.png,1024,1448,330,1356,398,1379
19_contrasted.png,1024,1448,359,61,670,122
19_contrasted.png,1024,1448,379,193,577,213
19_contrasted.png,1024,1448,127,343,267,385
19_contrasted.png,1024,1448,279,345,803,387
19_contrasted.png,1024,1448,376,394,572,418
19_contrasted.png,1024,1448,368,422,582,446
19_contrasted.png,1024,1448,203,471,308,499
19_contrasted.png,1024,1448,567,475,601,495
19_contrasted.png,1024,1448,653,475,731,495
19_contrasted.png,1024,1448,757,475,845,495
19_contrasted.png,1024,1448,122,573,382,600
19_contrasted.png,1024,1448,654,578,728,602
19_contrasted.png,1024,1448,762,578,836,602
19_contrasted.png,1024,1448,361,711,471,731
19_contrasted.png,1024,1448,760,710,834,734
19_contrasted.png,1024,1448,370,734,464,758
19_contrasted.png,1024,1448,766,736,828,760
19_contrasted.png,1024,1448,354,760,478,784
19_contrasted.png,1024,1448,760,762,834,786
19_contrasted.png,1024,1448,88,836,522,860
19_contrasted.png,1024,1448,87,863,163,883
19_contrasted.png,1024,1448,173,863,287,883
19_contrasted.png,1024,1448,296,862,470,886
19_contrasted.png,1024,1448,482,862,604,886
19_contrasted.png,1024,1448,142,1309,398,1334
19_contrasted.png,1024,1448,443,1335,547,1355
19_contrasted.png,1024,1448,580,1356,748,1380
19_contrasted.png,1024,1448,571,573,592,603
19_contrasted.png,1024,1448,459,575,486,601
19_contrasted.png,1024,1448,464,473,488,496
19_contrasted.png,1024,1448,402,1309,559,1335
19_contrasted.png,1024,1448,562,1310,850,1333
19_contrasted.png,1024,1448,501,1356,575,1379
19_contrasted.png,1024,1448,402,1358,497,1379
19_contrasted.png,1024,1448,241,1355,325,1380
19_contrasted.png,1024,1448,330,1356,398,1379
19_denoise.png,1024,1448,359,61,670,122
19_denoise.png,1024,1448,379,193,577,213
19_denoise.png,1024,1448,127,343,267,385
19_denoise.png,1024,1448,279,345,803,387
19_denoise.png,1024,1448,376,394,572,418
19_denoise.png,1024,1448,368,422,582,446
19_denoise.png,1024,1448,203,471,308,499
19_denoise.png,1024,1448,567,475,601,495
19_denoise.png,1024,1448,653,475,731,495
19_denoise.png,1024,1448,757,475,845,495
19_denoise.png,1024,1448,122,573,382,600
19_denoise.png,1024,1448,654,578,728,602
19_denoise.png,1024,1448,762,578,836,602
19_denoise.png,1024,1448,361,711,471,731
19_denoise.png,1024,1448,760,710,834,734
19_denoise.png,1024,1448,370,734,464,758
19_denoise.png,1024,1448,766,736,828,760
19_denoise.png,1024,1448,354,760,478,784
19_denoise.png,1024,1448,760,762,834,786
19_denoise.png,1024,1448,88,836,522,860
19_denoise.png,1024,1448,87,863,163,883
19_denoise.png,1024,1448,173,863,287,883
19_denoise.png,1024,1448,296,862,470,886
19_denoise.png,1024,1448,482,862,604,886
19_denoise.png,1024,1448,142,1309,398,1334
19_denoise.png,1024,1448,443,1335,547,1355
19_denoise.png,1024,1448,580,1356,748,1380
19_denoise.png,1024,1448,571,573,592,603
19_denoise.png,1024,1448,459,575,486,601
19_denoise.png,1024,1448,464,473,488,496
19_denoise.png,1024,1448,402,1309,559,1335
19_denoise.png,1024,1448,562,1310,850,1333
19_denoise.png,1024,1448,501,1356,575,1379
19_denoise.png,1024,1448,402,1358,497,1379
19_denoise.png,1024,1448,241,1355,325,1380
19_denoise.png,1024,1448,330,1356,398,1379
19_median.png,1024,1448,359,61,670,122
19_median.png,1024,1448,379,193,577,213
19_median.png,1024,1448,127,343,267,385
19_median.png,1024,1448,279,345,803,387
19_median.png,1024,1448,376,394,572,418
19_median.png,1024,1448,368,422,582,446
19_median.png,1024,1448,203,471,308,499
19_median.png,1024,1448,567,475,601,495
19_median.png,1024,1448,653,475,731,495
19_median.png,1024,1448,757,475,845,495
19_median.png,1024,1448,122,573,382,600
19_median.png,1024,1448,654,578,728,602
19_median.png,1024,1448,762,578,836,602
19_median.png,1024,1448,361,711,471,731
19_median.png,1024,1448,760,710,834,734
19_median.png,1024,1448,370,734,464,758
19_median.png,1024,1448,766,736,828,760
19_median.png,1024,1448,354,760,478,784
19_median.png,1024,1448,760,762,834,786
19_median.png,1024,1448,88,836,522,860
19_median.png,1024,1448,87,863,163,883
19_median.png,1024,1448,173,863,287,883
19_median.png,1024,1448,296,862,470,886
19_median.png,1024,1448,482,862,604,886
19_median.png,1024,1448,142,1309,398,1334
19_median.png,1024,1448,443,1335,547,1355
19_median.png,1024,1448,580,1356,748,1380
19_median.png,1024,1448,571,573,592,603
19_median.png,1024,1448,459,575,486,601
19_median.png,1024,1448,464,473,488,496
19_median.png,1024,1448,402,1309,559,1335
19_median.png,1024,1448,562,1310,850,1333
19_median.png,1024,1448,501,1356,575,1379
19_median.png,1024,1448,402,1358,497,1379
19_median.png,1024,1448,241,1355,325,1380
19_median.png,1024,1448,330,1356,398,1379
1_contrasted.png,1024,1448,374,76,736,108
1_contrasted.png,1024,1448,442,112,671,142
1_contrasted.png,1024,1448,386,144,476,170
1_contrasted.png,1024,1448,492,144,723,170
1_contrasted.png,1024,1448,138,204,218,232
1_contrasted.png,1024,1448,239,200,557,237
1_contrasted.png,1024,1448,676,213,844,240
1_contrasted.png,1024,1448,136,260,366,284
1_contrasted.png,1024,1448,678,296,930,322
1_contrasted.png,1024,1448,138,312,244,338
1_contrasted.png,1024,1448,135,338,492,366
1_contrasted.png,1024,1448,137,362,202,389
1_contrasted.png,1024,1448,180,438,396,464
1_contrasted.png,1024,1448,412,438,836,466
1_contrasted.png,1024,1448,180,526,410,554
1_contrasted.png,1024,1448,856,528,968,554
1_contrasted.png,1024,1448,180,556,344,586
1_contrasted.png,1024,1448,870,556,966,582
1_contrasted.png,1024,1448,178,584,340,610
1_contrasted.png,1024,1448,856,584,966,612
1_contrasted.png,1024,1448,126,660,906,692
1_contrasted.png,1024,1448,124,694,354,724
1_contrasted.png,1024,1448,178,1209,842,1236
1_contrasted.png,1024,1448,228,1237,454,1260
1_contrasted.png,1024,1448,468,1238,787,1263
1_contrasted.png,1024,1448,104,1265,306,1287
1_contrasted.png,1024,1448,738,1263,914,1287
1_contrasted.png,1024,1448,198,1288,812,1316
1_contrasted.png,1024,1448,294,1320,720,1342
1_contrasted.png,1024,1448,313,1263,566,1287
1_contrasted.png,1024,1448,575,1263,723,1287
1_denoise.png,1024,1448,374,76,736,108
1_denoise.png,1024,1448,442,112,671,142
1_denoise.png,1024,1448,386,144,476,170
1_denoise.png,1024,1448,492,144,723,170
1_denoise.png,1024,1448,138,204,218,232
1_denoise.png,1024,1448,239,200,557,237
1_denoise.png,1024,1448,676,213,844,240
1_denoise.png,1024,1448,136,260,366,284
1_denoise.png,1024,1448,678,296,930,322
1_denoise.png,1024,1448,138,312,244,338
1_denoise.png,1024,1448,135,338,492,366
1_denoise.png,1024,1448,137,362,202,389
1_denoise.png,1024,1448,180,438,396,464
1_denoise.png,1024,1448,412,438,836,466
1_denoise.png,1024,1448,180,526,410,554
1_denoise.png,1024,1448,856,528,968,554
1_denoise.png,1024,1448,180,556,344,586
1_denoise.png,1024,1448,870,556,966,582
1_denoise.png,1024,1448,178,584,340,610
1_denoise.png,1024,1448,856,584,966,612
1_denoise.png,1024,1448,126,660,906,692
1_denoise.png,1024,1448,124,694,354,724
1_denoise.png,1024,1448,178,1209,842,1236
1_denoise.png,1024,1448,228,1237,454,1260
1_denoise.png,1024,1448,468,1238,787,1263
1_denoise.png,1024,1448,104,1265,306,1287
1_denoise.png,1024,1448,738,1263,914,1287
1_denoise.png,1024,1448,198,1288,812,1316
1_denoise.png,1024,1448,294,1320,720,1342
1_denoise.png,1024,1448,313,1263,566,1287
1_denoise.png,1024,1448,575,1263,723,1287
1_median.png,1024,1448,374,76,736,108
1_median.png,1024,1448,442,112,671,142
1_median.png,1024,1448,386,144,476,170
1_median.png,1024,1448,492,144,723,170
1_median.png,1024,1448,138,204,218,232
1_median.png,1024,1448,239,200,557,237
1_median.png,1024,1448,676,213,844,240
1_median.png,1024,1448,136,260,366,284
1_median.png,1024,1448,678,296,930,322
1_median.png,1024,1448,138,312,244,338
1_median.png,1024,1448,135,338,492,366
1_median.png,1024,1448,137,362,202,389
1_median.png,1024,1448,180,438,396,464
1_median.png,1024,1448,412,438,836,466
1_median.png,1024,1448,180,526,410,554
1_median.png,1024,1448,856,528,968,554
1_median.png,1024,1448,180,556,344,586
1_median.png,1024,1448,870,556,966,582
1_median.png,1024,1448,178,584,340,610
1_median.png,1024,1448,856,584,966,612
1_median.png,1024,1448,126,660,906,692
1_median.png,1024,1448,124,694,354,724
1_median.png,1024,1448,178,1209,842,1236
1_median.png,1024,1448,228,1237,454,1260
1_median.png,1024,1448,468,1238,787,1263
1_median.png,1024,1448,104,1265,306,1287
1_median.png,1024,1448,738,1263,914,1287
1_median.png,1024,1448,198,1288,812,1316
1_median.png,1024,1448,294,1320,720,1342
1_median.png,1024,1448,313,1263,566,1287
1_median.png,1024,1448,575,1263,723,1287
2.png,1024,1448,598,41,952,69
2.png,1024,1448,598,102,720,128
2.png,1024,1448,600,72,794,98
2.png,1024,1448,717,99,866,131
2.png,1024,1448,597,125,984,162
2.png,1024,1448,64,142,220,184
2.png,1024,1448,69,179,219,207
2.png,1024,1448,534,210,618,234
2.png,1024,1448,531,275,695,295
2.png,1024,1448,55,283,212,332
2.png,1024,1448,85,365,151,383
2.png,1024,1448,201,367,281,385
2.png,1024,1448,307,367,405,387
2.png,1024,1448,435,369,481,385
2.png,1024,1448,547,371,585,387
2.png,1024,1448,625,369,783,389
2.png,1024,1448,829,371,917,389
2.png,1024,1448,81,394,160,420
2.png,1024,1448,209,399,273,419
2.png,1024,1448,331,401,375,419
2.png,1024,1448,69,464,150,491
2.png,1024,1448,322,470,416,494
2.png,1024,1448,603,473,633,493
2.png,1024,1448,691,473,747,493
2.png,1024,1448,769,477,827,495
2.png,1024,1448,849,475,935,495
2.png,1024,1448,70,500,134,524
2.png,1024,1448,182,502,484,526
2.png,1024,1448,605,507,641,527
2.png,1024,1448,719,509,763,529
2.png,1024,1448,891,509,943,529
2.png,1024,1448,127,1063,239,1079
2.png,1024,1448,375,1071,441,1091
2.png,1024,1448,503,1071,537,1091
2.png,1024,1448,581,1073,679,1093
2.png,1024,1448,709,1073,783,1093
2.png,1024,1448,815,1075,921,1095
2.png,1024,1448,380,1102,434,1126
2.png,1024,1448,493,1105,549,1125
2.png,1024,1448,607,1107,651,1127
2.png,1024,1448,715,1107,767,1127
2.png,1024,1448,839,1109,893,1129
2.png,1024,1448,48,1220,494,1245
2.png,1024,1448,46,1244,394,1268
2.png,1024,1448,75,1368,311,1389
2.png,1024,1448,324,1368,388,1390
2.png,1024,1448,667,1367,934,1387
2.png,1024,1448,36,1388,206,1412
2.png,1024,1448,214,1386,426,1410
2.png,1024,1448,433,1389,579,1409
2.png,1024,1448,809,1388,968,1410
2.png,1024,1448,395,1367,519,1388
2.png,1024,1448,529,1367,658,1389
2.png,1024,1448,740,1390,802,1409
2.png,1024,1448,664,1388,732,1407
2.png,1024,1448,591,1389,651,1410
20.png,1024,1448,190,40,672,116
20.png,1024,1448,686,72,714,98
20.png,1024,1448,722,42,856,116
20.png,1024,1448,657,358,882,384
20.png,1024,1448,125,431,264,471
20.png,1024,1448,277,431,801,475
20.png,1024,1448,374,482,570,506
20.png,1024,1448,318,554,570,580
20.png,1024,1448,163,602,284,631
20.png,1024,1448,533,609,571,629
20.png,1024,1448,616,606,706,630
20.png,1024,1448,746,608,848,632
20.png,1024,1448,80,680,362,706
20.png,1024,1448,524,684,576,708
20.png,1024,1448,636,686,682,710
20.png,1024,1448,756,686,836,712
20.png,1024,1448,328,812,444,838
20.png,1024,1448,754,816,836,842
20.png,1024,1448,338,840,432,864
20.png,1024,1448,760,842,830,868
20.png,1024,1448,322,864,448,890
20.png,1024,1448,752,868,834,894
20.png,1024,1448,62,938,522,962
20.png,1024,1448,56,962,460,988
20.png,1024,1448,277,1323,373,1343
20.png,1024,1448,381,1323,730,1343
20.png,1024,1448,273,1345,357,1363
20.png,1024,1448,367,1345,467,1363
20.png,1024,1448,475,1345,737,1365
20.png,1024,1448,429,680,455,708
20.png,1024,1448,432,606,454,628
20_contrasted.png,1024,1448,190,40,672,116
20_contrasted.png,1024,1448,686,72,714,98
20_contrasted.png,1024,1448,722,42,856,116
20_contrasted.png,1024,1448,657,358,882,384
20_contrasted.png,1024,1448,125,431,264,471
20_contrasted.png,1024,1448,277,431,801,475
20_contrasted.png,1024,1448,374,482,570,506
20_contrasted.png,1024,1448,318,554,570,580
20_contrasted.png,1024,1448,163,602,284,631
20_contrasted.png,1024,1448,533,609,571,629
20_contrasted.png,1024,1448,616,606,706,630
20_contrasted.png,1024,1448,746,608,848,632
20_contrasted.png,1024,1448,80,680,362,706
20_contrasted.png,1024,1448,524,684,576,708
20_contrasted.png,1024,1448,636,686,682,710
20_contrasted.png,1024,1448,756,686,836,712
20_contrasted.png,1024,1448,328,812,444,838
20_contrasted.png,1024,1448,754,816,836,842
20_contrasted.png,1024,1448,338,840,432,864
20_contrasted.png,1024,1448,760,842,830,868
20_contrasted.png,1024,1448,322,864,448,890
20_contrasted.png,1024,1448,752,868,834,894
20_contrasted.png,1024,1448,62,938,522,962
20_contrasted.png,1024,1448,56,962,460,988
20_contrasted.png,1024,1448,277,1323,373,1343
20_contrasted.png,1024,1448,381,1323,730,1343
20_contrasted.png,1024,1448,273,1345,357,1363
20_contrasted.png,1024,1448,367,1345,467,1363
20_contrasted.png,1024,1448,475,1345,737,1365
20_contrasted.png,1024,1448,429,680,455,708
20_contrasted.png,1024,1448,432,606,454,628
20_denoise.png,1024,1448,190,40,672,116
20_denoise.png,1024,1448,686,72,714,98
20_denoise.png,1024,1448,722,42,856,116
20_denoise.png,1024,1448,657,358,882,384
20_denoise.png,1024,1448,125,431,264,471
20_denoise.png,1024,1448,277,431,801,475
20_denoise.png,1024,1448,374,482,570,506
20_denoise.png,1024,1448,318,554,570,580
20_denoise.png,1024,1448,163,602,284,631
20_denoise.png,1024,1448,533,609,571,629
20_denoise.png,1024,1448,616,606,706,630
20_denoise.png,1024,1448,746,608,848,632
20_denoise.png,1024,1448,80,680,362,706
20_denoise.png,1024,1448,524,684,576,708
20_denoise.png,1024,1448,636,686,682,710
20_denoise.png,1024,1448,756,686,836,712
20_denoise.png,1024,1448,328,812,444,838
20_denoise.png,1024,1448,754,816,836,842
20_denoise.png,1024,1448,338,840,432,864
20_denoise.png,1024,1448,760,842,830,868
20_denoise.png,1024,1448,322,864,448,890
20_denoise.png,1024,1448,752,868,834,894
20_denoise.png,1024,1448,62,938,522,962
20_denoise.png,1024,1448,56,962,460,988
20_denoise.png,1024,1448,277,1323,373,1343
20_denoise.png,1024,1448,381,1323,730,1343
20_denoise.png,1024,1448,273,1345,357,1363
20_denoise.png,1024,1448,367,1345,467,1363
20_denoise.png,1024,1448,475,1345,737,1365
20_denoise.png,1024,1448,429,680,455,708
20_denoise.png,1024,1448,432,606,454,628
20_median.png,1024,1448,190,40,672,116
20_median.png,1024,1448,686,72,714,98
20_median.png,1024,1448,722,42,856,116
20_median.png,1024,1448,657,358,882,384
20_median.png,1024,1448,125,431,264,471
20_median.png,1024,1448,277,431,801,475
20_median.png,1024,1448,374,482,570,506
20_median.png,1024,1448,318,554,570,580
20_median.png,1024,1448,163,602,284,631
